BIIB	NKE	0.999717
AEE	AON	0.999386
CLX	KEY	0.999361
KMI	KORS	0.999348
LYB	PNC	0.999297
EMR	NTAP	0.999296
FL	UHS	0.999289
IPG	ORCL	0.999219
ABT	LUK	0.999216
ALXN	FLR	0.999087
