AXP	LLY	0.999847
MPC	TSS	0.999709
AMP	IDXX	0.999676
AAL	DRI	0.999648
LKQ	PNC	0.999642
DISCK	KEY	0.999615
NWS	ORCL	0.999423
HCN	PYPL	0.999409
CLX	ETFC	0.999371
ORCL	PXD	0.99935
