NTAP	WM	0.999505
WLTW	XRAY	0.999033
LOW	MS	0.998916
EMR	TAP	0.998897
CSRA	HBAN	0.998809
NRG	NWS	0.998672
BBT	MA	0.998524
CMA	ORCL	0.9985
ADSK	MKC	0.998473
KMI	WRK	0.99843
