GD	SYK	0.999161
UHS	VLO	0.99867
EBAY	FCX	0.998155
MYL	ORLY	0.998135
BLK	HPE	0.997761
HIG	TJX	0.997496
HCA	LNC	0.997475
ALK	LKQ	0.99742
LB	UTX	0.99731
ACN	KSS	0.997309
