ADP	TIF	0.999882
PRGO	TDG	0.999866
AES	OMC	0.999841
UTX	WM	0.999828
GOOGL	NWSA	0.999809
CA	CCL	0.999717
CMI	IDXX	0.999713
KMX	WU	0.999601
CHD	PNC	0.999538
CMG	ETFC	0.999484
