KORS	STX	0.998939
ANTM	FRT	0.998749
LNT	PLD	0.998496
AVGO	WLTW	0.998477
EQIX	TDG	0.998152
IDXX	PGR	0.998032
HCN	LUK	0.998004
PAYX	WYNN	0.997936
EVHC	WFC	0.997935
HST	ROK	0.997861
