ETR	ZBH	0.999922
HIG	HSIC	0.999643
AZO	WM	0.999605
LOW	V	0.999596
BIIB	LLY	0.99944
DFS	MYL	0.999439
BLK	LKQ	0.999406
HOLX	WYNN	0.999379
COST	UHS	0.999257
AXP	BIIB	0.999149
