CCL	HBAN	0.999132
FLR	NLSN	0.99902
NWS	PAYX	0.998822
DLR	GT	0.998775
BEN	HOG	0.998654
RF	TGNA	0.998648
ALXN	MPC	0.998617
EMR	WYNN	0.998549
CLX	JEC	0.998533
GPS	SYF	0.998526
