DIS	TRIP	0.999809
DG	MPC	0.999751
LLY	TDC	0.999726
ACN	AES	0.99972
FDX	JEC	0.999652
PSX	UHS	0.999619
AJG	LMT	0.9996
DLTR	NSC	0.999599
PEG	XYL	0.999583
A	BWA	0.999491
