AMP	PWR	0.999295
AMP	CLX	0.998637
FMC	RHI	0.998614
MLM	UTX	0.998433
PDCO	SYK	0.998327
CLX	PWR	0.998278
MPC	PH	0.99805
EOG	SYK	0.997971
BAX	PCG	0.997688
MMM	PPG	0.997663
