CHD	PGR	0.999058
MOS	ROP	0.999046
CMI	PM	0.999008
COF	KSS	0.998845
FOXA	MO	0.998716
BCR	VTR	0.998646
TSS	URBN	0.998585
ADM	AZO	0.998397
ADP	GOOGL	0.998357
ANTM	XRAY	0.9983
