FOXA	MO	0.999907
CSRA	GPC	0.999726
KORS	SCHW	0.999718
DLR	GT	0.999687
ACN	AES	0.999655
DG	FDX	0.999561
MTB	T	0.999492
DISCK	FL	0.999389
NLSN	NSC	0.999303
EMN	WYN	0.999302
