EMR	HOLX	0.999817
AKAM	CSRA	0.999813
AET	MSFT	0.999797
CAT	CMI	0.999739
BRK.B	URBN	0.999734
ADP	STT	0.999685
PBCT	PRGO	0.99965
CTAS	HRL	0.999631
LUV	MYL	0.999611
AIG	KIM	0.999569
