EFX	KSS	0.999532
KORS	ORLY	0.999307
NEM	PPL	0.999012
BWA	CNP	0.998755
AZO	UHS	0.998697
LUV	MYL	0.998649
HBAN	V	0.99856
HCP	MRK	0.998546
NWS	TGNA	0.9984
OXY	WU	0.998207
